canonical_afm	verdict	registry_spelling	times_seen	curated_json_name	suggested_display	your_display_name	notes
996730685	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΔΗΜΟΥ ΝΟΤΙΟΥ ΠΗΛΙΟΥ	1	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΔΗΜΟΥ ΝΟΤΙΟΥ ΠΗΛΙΟΥ	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΔΗΜΟΥ ΝΟΤΙΟΥ ΠΗΛΙΟΥ		
996775144	accepted	"ΔΑΣΕ ΣΩΤΗΡΙΤΣΑΣ ΛΑΡΙΣΑΣ ""Ο ΚΙΣΣΑΒΟΣ"""	3	"ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΣΩΤΗΡΙΤΣΑΣ ΛΑΡΙΣΑΣ ""Ο ΚΙΣΑΒΟΣ"""	"ΔΑΣΕ ΣΩΤΗΡΙΤΣΑΣ ΛΑΡΙΣΑΣ ""Ο ΚΙΣΣΑΒΟΣ"""		
996775144	accepted	"ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΣΩΤΗΡΙΤΣΑΣ ΛΑΡΙΣΑΣ ""Ο ΚΙΣΑΒΟΣ"""	3				
996775144	accepted	"ΔΑ.Σ.Ε. ΣΩΤΗΡΙΤΣΑΣ ΛΑΡΙΣΑΣ ""Ο ΚΙΣΣΑΒΟΣ"""	1				
996775144	accepted	ΔΑ.Σ.Ε. ΣΩΤΗΡΙΤΣΑΣ ΛΑΡΙΣΑΣ - “Ο ΚΙΣΣΑΒΟΣ	1				
996775144	accepted	ΔΑΣΕ ΣΩΤΗΡΙΤΣΑΣ ΛΑΡΙΣΑΣ	1				
996775144	accepted	ΔΑΣΕ ΣΩΤΗΡΙΤΣΑΣ Ο ΚΙΣΣΑΒΟΣ	1				
996777703	accepted	ΔΑΣΕ ΑΓΙΟΚΑΜΠΟΥ ΛΑΡΙΣΑΣ	7	Δασικός Συνεταιρισμός «Αγιόκαμπου Λαρίσης	ΔΑΣΕ ΑΓΙΟΚΑΜΠΟΥ ΛΑΡΙΣΑΣ		
996777703	accepted	ΔΑΣΕ  ΑΓΙΟΚΑΜΠΟΥ ΛΑΡΙΣΑΣ	3				
996777703	accepted	ΔΑΣΕ ΑΓΙΟΚΑΜΠΟΣ ΛΑΡΙΣΑΣ	2				
996777703	accepted	ΔΑΣΕ ΑΓΙΟΚΑΜΠΟΥ	2				
996777703	accepted	ΔΑΣΕ ΑΓΙΟΚΑΜΠΟΥ ΛΑΡΙΣΗΣ	2				
996777703	accepted	ΔΑ.Σ.Ε. Αγιοκάμπου Λάρισας	1				
996777703	accepted	ΔΑΣΕ ΑΓΙΟΚΑΜΠΟΣ	1				
996777703	accepted	Δασικός Συνεταιρισμός «Αγιόκαμπου Λαρίσης	1				
996811473	accepted	ΕΔΑΣΕ ΓΑΡΔΙΚΙΟΥ	4	ΕΔΑΣΕ ΓΑΡΔΙΚΙΟΥ ΤΡΙΚΑΛΩΝ	ΕΔΑΣΕ ΓΑΡΔΙΚΙΟΥ		
996811473	accepted	ΕΔΑΣΕ ΓΑΡΔΙΚΙΟΥ ΤΡΙΚΑΛΩΝ	2				
996811504	accepted	ΕΔΑΣΕ ΦΛΑΜΠΟΥΡΕΣΙΟΥ ΤΥΜΦΑΙΩΝ ΚΑΛΑΜΠΑΚΑΣ	4	ΕΔΑΣΕ ΦΛΑΜΠΟΥΡΕΣΙΟΥ ΤΥΜΦΑΙΩΝ ΚΑΛΑΜΠΑΚΑΣ	ΕΔΑΣΕ ΦΛΑΜΠΟΥΡΕΣΙΟΥ ΤΥΜΦΑΙΩΝ ΚΑΛΑΜΠΑΚΑΣ		
996811504	accepted	ΕΔΑΣΕ ΦΛΑΜΠΟΥΡΕΣΙΟΥ ΤΥΜΦΑΙΩΝ	3				
996811504	accepted	ΕΔΑΣΕ ΦΛΑΜΠΟΥΡΕΣΙΟΥ - ΤΥΜΦΑΙΩΝ	1				
996811553	accepted	ΟΔΑΣΕ ΑΜΑΡΑΝΤΟΥ ΚΑΙ ΚΛΕΙΝΟΥ	5	Ορεινός ΔΑ.Σ.Ε. Αμαράντου και Κλείνου Καλαμπάκας	ΟΔΑΣΕ ΑΜΑΡΑΝΤΟΥ ΚΑΙ ΚΛΕΙΝΟΥ		
996811553	accepted	ΔΑ.Σ.Ε. Αμαράντου-Κλεινού Καλαμπάκας	2				
996811553	accepted	Ορεινός ΔΑ.Σ.Ε. Αμαράντου και Κλείνου Καλαμπάκας	1				
996838737	accepted	ΔΑΣΕ ΦΛΑΜΠΟΥΡΑΡΙΟΥ ΖΑΓΟΡΙΟΥ	1	ΔΑΣΕ ΦΛΑΜΠΟΥΡΑΡΙΟΥ ΖΑΓΟΡΙΟΥ	ΔΑΣΕ ΦΛΑΜΠΟΥΡΑΡΙΟΥ ΖΑΓΟΡΙΟΥ		
996838749	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΒΟΒΟΥΣΑΣ Ο ΑΩΟΣ	1	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΒΟΒΟΥΣΑΣ Ο ΑΩΟΣ	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΒΟΒΟΥΣΑΣ Ο ΑΩΟΣ		
996838774	accepted	ΔΑΣΙΚΟΣ  ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΔΙΣΤΡΑΤΟΥ Ο ΣΜΟΛΙΚΑΣ	1	ΔΑΣΙΚΟΣ  ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΔΙΣΤΡΑΤΟΥ Ο ΣΜΟΛΙΚΑΣ	ΔΑΣΙΚΟΣ  ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΔΙΣΤΡΑΤΟΥ Ο ΣΜΟΛΙΚΑΣ		
996838829	accepted	"ΔΑΣΕ ΑΝΗΛΙΟΥ ""Η ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ"""	1	ΔΑΣΕ ΑΝΗΛΙΟΥ ¨Η ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ¨	"ΔΑΣΕ ΑΝΗΛΙΟΥ ""Η ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ"""		
996838829	accepted	ΔΑΣΕ ΑΝΗΛΙΟΥ ¨Η ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ¨	1				
996838829	accepted	ΔΑΣΕ ΑΝΗΛΙΟΥ Η ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ	1				
996838842	accepted	ΔΑ.Σ.Ε. ΒΟΒΟΥΣΑΣ ΤΟ ΑΡΚΟΥΔΟΡΕΜΑ	1	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΒΟΒΟΥΣΑΣ ΤΟ ΑΡΚΟΥΔΟΡΕΜΑ	ΔΑ.Σ.Ε. ΒΟΒΟΥΣΑΣ ΤΟ ΑΡΚΟΥΔΟΡΕΜΑ		
996838842	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΒΟΒΟΥΣΑΣ ΤΟ ΑΡΚΟΥΔΟΡΕΜΑ	1				
996838878	accepted	ΔΑΣΕ ΠΩΓΩΝΙΟΥ	2	ΔΑΣΕ ΠΩΓΩΝΙΟΥ	ΔΑΣΕ ΠΩΓΩΝΙΟΥ		
996838891	accepted	ΔΑΣΕ ΤΥΜΦΗΣ	3	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΤΥΜΦΗΣ	ΔΑΣΕ ΤΥΜΦΗΣ		
996838891	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΤΥΜΦΗΣ	1				
996840038	accepted	ΔΑ.Σ.Ε ΦΛΑΜΠΟΥΡΑΡΙΟΥ ΤΣΟΥΚΑ ΡΟΣΑ	6	ΔΑ.Σ.Ε ΦΛΑΜΠΟΥΡΑΡΙΟΥ ΤΣΟΥΚΑ ΡΟΣΑ	ΔΑ.Σ.Ε ΦΛΑΜΠΟΥΡΑΡΙΟΥ ΤΣΟΥΚΑ ΡΟΣΑ		
996840296	accepted	ΔΑΣΕ ΜΕΤΣΟΒΟΥ ¨Ο ΠΕΛΕΚΥΣ¨	3	ΔΑΣΕ ΜΕΤΣΟΒΟΥ ¨Ο ΠΕΛΕΚΥΣ¨	ΔΑΣΕ ΜΕΤΣΟΒΟΥ ¨Ο ΠΕΛΕΚΥΣ¨		
996840296	accepted	ΔΑΣΕ ΜΕΤΣΟΒΟΥ Ο ΠΕΛΕΚΥΣ	2				
996848036	accepted	ΔΑ.Σ.Ε Ελεύθερου Δασικού Συνεταιρισμού Εργασίας Αγριδίου	2	ΔΑ.Σ.Ε Ελεύθερου Δασικού Συνεταιρισμού Εργασίας Αγριδίου	ΔΑ.Σ.Ε Ελεύθερου Δασικού Συνεταιρισμού Εργασίας Αγριδίου		
996851495	accepted	ΔΑΣΕ ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ	3	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΜΟΛΟΧΑΣ ΚΑΡΔΙΤΣΑΣ «Ο ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ»	ΔΑΣΕ ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ		
996851495	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΜΟΛΟΧΑΣ ΚΑΡΔΙΤΣΑΣ «Ο ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ»	3				
996853532	accepted	996853532	1	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΓΑΡΕΦΕΙΟΥ-ΑΝΑΓΕΝΝΗΣΗ	996853532		
996853532	accepted	"ΔΑΣΕ ΓΑΡΕΦΙΟΥ ""ΑΝΑΓΕΝΝΗΣΗ"""	1				
996853532	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΓΑΡΕΦΕΙΟΥ-ΑΝΑΓΕΝΝΗΣΗ	1				
996853998	accepted	"ΔΑΣΕ ΘΕΟΔΩΡΑΚΕΙΟΥ "" ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ"""	1	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΘΕΟΔΩΡΑΚΕΙΟΥ - ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ	"ΔΑΣΕ ΘΕΟΔΩΡΑΚΕΙΟΥ "" ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ"""		
996853998	accepted	ΔΑΣΕ ΘΕΟΔΩΡΑΚΕΙΟΥ - ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ	1				
996853998	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΘΕΟΔΩΡΑΚΕΙΟΥ - ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ	1				
996853998	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΘΕΟΔΩΡΑΚΕΙΟΥ	1				
996853998	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΘΕΟΔΩΡΑΚΕΙΟΥ - ΚΙΝΗΜΑ ΑΛΛΑΓΗΣ	1				
996854290	accepted	"ΔΑΣΕ ΠΡΟΜΑΧΩΝ "" Ο ΕΛΛΗΝ"""	1	"ΔΑΣΕ ΠΡΟΜΑΧΩΝ "" Ο ΕΛΛΗΝ"""	"ΔΑΣΕ ΠΡΟΜΑΧΩΝ "" Ο ΕΛΛΗΝ"""		
996854516	accepted	«ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΒΟΡΕΙΝΟΥ ΑΛΜΩΠΙΑΣ «ΤΟ ΠΑΛΙΟ ΠΕΥΚΩΤΟ»	1	«ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΒΟΡΕΙΝΟΥ ΑΛΜΩΠΙΑΣ «ΤΟ ΠΑΛΙΟ ΠΕΥΚΩΤΟ»	«ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΒΟΡΕΙΝΟΥ ΑΛΜΩΠΙΑΣ «ΤΟ ΠΑΛΙΟ ΠΕΥΚΩΤΟ»		
996875014	accepted	ΔΑΣΕ ΚΥΡΙΑΚΟΧΩΡΙΟΥ & ΔΥΤΙΚΗΣ ΦΘΙΩΤΙΔΑΣ	16	ΔΑΣΕ ΚΥΡΙΑΚΟΧΩΡΙΟΥ ΚΑΙ ΔΥΤΙΚΗΣ ΦΘΙΩΤΙΔΑΣ	ΔΑΣΕ ΚΥΡΙΑΚΟΧΩΡΙΟΥ & ΔΥΤΙΚΗΣ ΦΘΙΩΤΙΔΑΣ		
996875014	accepted	ΔΑΣΕ ΚΥΡΙΑΚΟΧΩΡΙΟΥ ΚΑΙ ΔΥΤΙΚΗΣ ΦΘΙΩΤΙΔΑΣ	8				
996875014	accepted	ΔΑΣ ΚΥΡΙΑΚΟΧΩΡΙΟΥ ΚΑΙ ΔΥΤΙΚΗΣ ΦΘΙΩΤΙΔΑΣ	5				
996875014	accepted	ΔΑΣΕ ΠΥΡΓΟΥ - ΣΠΕΡΧΕΙΟΥ ΝΟΜΟΥ ΦΘΙΩΤΙΔΑΣ	1				
996875099	accepted	ΔΑΣΕ ΠΥΡΓΟΥ - ΣΠΕΡΧΕΙΟΥ ΝΟΜΟΥ ΦΘΙΩΤΙΔΑΣ	32	ΔΑΣΕ ΠΥΡΓΟΥ - ΣΠΕΡΧΕΙΟΥ ΝΟΜΟΥ ΦΘΙΩΤΙΔΑΣ	ΔΑΣΕ ΠΥΡΓΟΥ - ΣΠΕΡΧΕΙΟΥ ΝΟΜΟΥ ΦΘΙΩΤΙΔΑΣ		
996875099	accepted	ΔΑΣΕ ΚΥΡΙΑΚΟΧΩΡΙΟΥ & ΔΥΤΙΚΗΣ ΦΘΙΩΤΙΔΑΣ	2				
996879302	accepted	ΔΑ.Σ.Ε. ΚΑΜΒΟΥΝΙΩΝ ΛΙΒΑΔΕΡΟΥ	2	ΔΑ.Σ.Ε. ΚΑΜΒΟΥΝΙΩΝ ΛΙΒΑΔΕΡΟΥ	ΔΑ.Σ.Ε. ΚΑΜΒΟΥΝΙΩΝ ΛΙΒΑΔΕΡΟΥ		
996879302	accepted	ΔΑΣΕ ΚΑΜΒΟΥΝΙΩΝ ΛΙΒΑΔΕΡΟΥ	1				
996889971	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΚΡΙΤΑΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ	10	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΚΡΙΤΑΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΚΡΙΤΑΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ		
996889971	accepted	ΔΑΣΕ ΑΚΡΙΤΑΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ	4				
996889971	accepted	ΔΑΣΕ ΑΚΡΙΤΑΣ	1				
996889971	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΚΡΙΤΑΣ	1				
996889971	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΚΡΙΤΑΣ ΑΛΕΞΑΝΔΡΟΎΠΟΛΗΣ	1				
996895246	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΜΙΣΤΡΟΥ ΑΓΙΟΣ ΚΥΠΡΙΑΝΟΣ	11	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΜΙΣΤΡΟΥ ΑΓΙΟΣ ΚΥΠΡΙΑΝΟΣ	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΜΙΣΤΡΟΥ ΑΓΙΟΣ ΚΥΠΡΙΑΝΟΣ		
996895246	accepted	ΔΑΣΕ ΜΙΣΤΡΟΥ	5				
996895246	accepted	ΔΑΣΕ ΜΙΣΤΡΟΥ ΑΓΙΟΣ ΚΥΠΡΙΑΝΟΣ	5				
996895246	accepted	"ΔΑΣΙΚΟΣ ΣΥΝ/ΣΜΟΣ ΕΡΓΑΣΙΑΣ ΜΙΣΤΡΟΥ ΑΓΙΟΣ ΚΥΠΡΙΑΝΟΣ"""	3				
996895246	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ	2				
996895246	accepted	ΔΑ.Σ.Ε. ΜΙΣΤΡΟΥ	1				
996895246	accepted	"ΔΑ.Σ.Ε. ΜΙΣΤΡΟΥ ""ΑΓΙΟΣ ΚΥΠΡΙΑΝΟΣ"""	1				
996895246	accepted	ΔΑ.Σ.Ε. Μίστρου “Άγιος Κυπριανός”	1				
996895246	accepted	ΔΑ.ΣΕ	1				
996895246	accepted	ΔΑ.ΣΕ ΜΙΣΤΡΟΥ ΑΓΙΟΣ ΚΥΠΡΙΑΝΟΣ	1				
996895246	accepted	ΔΑΣΕ Μίστρου “ΑΓΙΟΣ ΚΥΠΡΙΑΝΟΣ”	1				
996895246	accepted	ΔΑΣΙΚΟ ΣΥΝ/ΣΜΟ ΕΡΓΑΣΙΑΣ ΜΙΣΤΡΟΥ ΑΓΙΟΣ ΚΥΠΡΙΑΝΟΣ	1				
996895246	accepted	ΔΑΣΙΚΟΣ ΣΥΝ/ΣΜΟΣ ΕΡΓΑΣΙΑΣΣ ΜΙΣΤΡΟΥ ΑΓΙΟΣ ΚΥΠΡΙΑΝΟΣ	1				
996895246	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΜΙΣΤΡΟΥ-ΑΓ.ΚΥΠΡΙΑΝΟΣ	1				
996895246	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΕΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΜΙΣΤΡΟΥ	1				
996895246	accepted	Συν/σμος Εργασίας ΜΙΣΤΡΟΣ-ΑΓ.ΚΥΠΡΙΑΝΟΣ	1				
996957935	accepted	ΔΑΣΕ ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ ΚΑΡΥΑΣ ΚΟΚΚΙΝΟΠΗΛΟΥ	8	ΔΑΣΕ ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ-ΚΑΡΥΑΣ-ΚΟΚΚΙΝΟΠΗΛΟΥ	ΔΑΣΕ ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ ΚΑΡΥΑΣ ΚΟΚΚΙΝΟΠΗΛΟΥ		
996957935	accepted	ΔΑΣΕ ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ-ΚΑΡΥΑΣ-ΚΟΚΚΙΝΟΠΗΛΟΥ	4				
996957935	accepted	ΔΑΣΕ ΑΝΑΤΟΛΙΚΟΥ ΟΛΥΜΠΟΥ ΚΑΡΥΑΣ-ΚΟΚΚΙΝΟΠΗΛΟΥ	3				
996963038	accepted	"ΔΑ.Σ.Ε. Ν. ΠΕΤΡΙΤΣΙΟΥ ΣΙΝΤΙΚΗΣ ΣΕΡΡΩΝ  ""Η ΣΠΑΝΗ ΠΕΤΡΑ"""	3	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΣΙΝΤΙΚΗΣ ΣΕΡΡΩΝ ΣΠΑΝΗ ΠΕΤΡΑ	"ΔΑ.Σ.Ε. Ν. ΠΕΤΡΙΤΣΙΟΥ ΣΙΝΤΙΚΗΣ ΣΕΡΡΩΝ  ""Η ΣΠΑΝΗ ΠΕΤΡΑ"""		
996963038	accepted	"ΔΑ.Σ.Ε. ΝΕΟΥ ΠΕΤΡΙΤΣΙΟΥ ΣΙΝΤΙΚΗΣ ΣΕΡΡΩΝ  ""Η ΣΠΑΝΗ ΠΕΤΡΑ"""	3				
996963038	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΣΙΝΤΙΚΗΣ ΣΕΡΡΩΝ ΣΠΑΝΗ ΠΕΤΡΑ	2				
996963038	accepted	ΔΑ.Σ.Ε ΣΙΝΤΙΚΗΣ ΣΕΡΡΩΝ Η ΣΠΑΝΗ ΠΕΤΡΑ	1				
996963038	accepted	"ΔΑ.Σ.Ε. Ν. ΠΕΤΡΙΤΣΙΟΥ ΣΙΝΤΙΚΗΣ ΣΕΡΡΩΝ ""Η ΣΠΑΝΗ ΠΕΤΡΑ"""	1				
996963038	accepted	ΔΑΣΕ ΝΕΟΥ ΠΕΤΡΙΤΣΙΟΥ ΣΙΝΤΙΚΗΣ ΣΕΡΡΩΝ ΣΠΑΝΗ ΠΕΤΡΑ	1				
996963284	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΣΤΡΥΜΩΝΑ ΣΕΡΡΩΝ	1	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΣΤΡΥΜΩΝΑ ΣΕΡΡΩΝ	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΣΤΡΥΜΩΝΑ ΣΕΡΡΩΝ		
996972477	accepted	"ΔΑΣΕ ΑΧΛΑΔΙΑΣ ""Η ΠΡΟΟΔΟΣ"""	3	"ΔΑΣΕ ΑΧΛΑΔΙΑΣ ""Η ΠΡΟΟΔΟΣ"""	"ΔΑΣΕ ΑΧΛΑΔΙΑΣ ""Η ΠΡΟΟΔΟΣ"""		
996972533	accepted	ΔΑΣΕ ΠΑΡΑΝΕΣΤΙΟΥ ΔΡΑΜΑΣ ΤΟ ΦΡΑΚΤΟ	2	ΔΑΣΕ ΠΑΡΑΝΕΣΤΙΟΥ ΔΡΑΜΑΣ ΤΟ ΦΡΑΚΤΟ	ΔΑΣΕ ΠΑΡΑΝΕΣΤΙΟΥ ΔΡΑΜΑΣ ΤΟ ΦΡΑΚΤΟ		
997105908	accepted	ΔΑΣΕ ΝΕΣΤΩΡ ΝΕΣΤΟΡΙΟΥ	1	ΔΑΣΕ ΝΕΣΤΩΡ ΝΕΣΤΟΡΙΟΥ	ΔΑΣΕ ΝΕΣΤΩΡ ΝΕΣΤΟΡΙΟΥ		
997105908	accepted	ΔΑΣΙΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΝΕΣΤΩΡ ΝΕΣΤΟΡΙΟΥ	1				
997106512	accepted	"ΔΑΣΕ ΠΕΥΚΟΥ ΝΕΣΤΟΡΙΟΥ ""ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ"""	1	ΔΑΣΕ ΠΕΥΚΟΥ ΝΕΣΤΟΡΙΟΥ <<ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ>>	"ΔΑΣΕ ΠΕΥΚΟΥ ΝΕΣΤΟΡΙΟΥ ""ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ"""		
997106512	accepted	ΔΑΣΕ ΠΕΥΚΟΥ ΝΕΣΤΟΡΙΟΥ ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ	1				
997106512	accepted	ΔΑΣΕ ΠΕΥΚΟΥ ΝΕΣΤΟΡΙΟΥ <<ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ>>	1				
997106512	accepted	ΔΑΣΕ ΚΥΨΕΛΗΣ <<ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ>>	1				
997106524	accepted	"ΔΑ.Σ.Ε. ΕΠΤΑΧΩΡΙΟΥ ""ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ"""	1	"ΔΑ.Σ.Ε. ΕΠΤΑΧΩΡΙΟΥ ""ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ"""	"ΔΑ.Σ.Ε. ΕΠΤΑΧΩΡΙΟΥ ""ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ"""		
997106813	accepted	ΔΑΣΕ ΝΕΟΥ ΟΙΚΙΣΜΟΥ ΚΟΡΕΣΤΕΙΩΝ	6	ΔΑ.Σ.Ε ΝΕΟΥ ΟΙΚΙΣΜΟΥ ΚΟΡΕΣΤΕΙΩΝ	ΔΑΣΕ ΝΕΟΥ ΟΙΚΙΣΜΟΥ ΚΟΡΕΣΤΕΙΩΝ		
997106813	accepted	ΔΑ.Σ.Ε ΝΕΟΥ ΟΙΚΙΣΜΟΥ ΚΟΡΕΣΤΕΙΩΝ	1				
997106874	accepted	ΔΑΣΕ Ο.Υ.Κ. ΔΗΜΟΥ ΚΑΣΤΟΡΙΑΣ	7	ΔΑΣΕ Ο.Υ.Κ. ΔΗΜΟΥ ΚΑΣΤΟΡΙΑΣ	ΔΑΣΕ Ο.Υ.Κ. ΔΗΜΟΥ ΚΑΣΤΟΡΙΑΣ		
997106930	accepted	ΔΑΣΕ ΟΙΚΙΣΜΟΥ ΚΥΨΕΛΗΣ	5	ΔΑΣΕ ΟΙΚΙΣΜΟΥ ΚΥΨΕΛΗΣ	ΔΑΣΕ ΟΙΚΙΣΜΟΥ ΚΥΨΕΛΗΣ		
997107232	accepted	ΔΑΣΕ ΝΕΣΤΟΡΙΟΥ	1	ΔΑΣΕ ΝΕΣΤΟΡΙΟΥ	ΔΑΣΕ ΝΕΣΤΟΡΙΟΥ		
997107397	accepted	ΔΑΣΕ ΚΑΣΤΟΡΙΑΣ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΟΝΑΣ	2	ΔΑΣΕ ΚΑΣΤΟΡΙΑΣ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΟΝΑΣ	ΔΑΣΕ ΚΑΣΤΟΡΙΑΣ ΑΓΙΟΣ ΠΑΝΤΕΛΕΗΜΟΝΑΣ		
997107397	accepted	ΤΣΟΥΛΟΥΦΑΣ ΙΩΑΝΝΗΣ	1				
