canonical_afm	verdict	registry_spelling	times_seen	curated_json_name	suggested_display	your_display_name	notes
096071203	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΟΡΕΙΝΗΣ	14	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΟΡΕΙΝΗΣ	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΟΡΕΙΝΗΣ		
096071203	accepted	ΔΑ.Σ.Ε. <<ΟΡΕΙΝΗΣ>>	3				
096071288	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΧΕΙΜΑΡΡΟΥ	6	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΧΕΙΜΑΡΡΟΥ	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΧΕΙΜΑΡΡΟΥ		
096071288	accepted	ΔΑ.Σ.Ε. <<ΧΕΙΜΑΡΡΟΥ>>	2				
096073988	accepted	ΔΑΣΕ ΜΕΤΣΟΒΟΥ	2	ΔΑΣΕ ΜΕΤΣΟΒΟΥ	ΔΑΣΕ ΜΕΤΣΟΒΟΥ		
096077490	accepted	ΔΑΣΕ ΠΕΥΚΟΥ ΝΕΣΤΟΡΙΟΥ	3	ΔΑΣΕ ΠΕΥΚΟΥ ΝΕΣΤΟΡΙΟΥ	ΔΑΣΕ ΠΕΥΚΟΥ ΝΕΣΤΟΡΙΟΥ		
096077521	accepted	ΔΑΣΕ Μ. ΠΑΝΑΓΙΑΣ	4	ΔΑ.Σ.Ε. Μεγάλη Παναγία Χαλκιδικής	ΔΑΣΕ Μ. ΠΑΝΑΓΙΑΣ		
096077521	accepted	ΔΑ.Σ.Ε. Μεγάλη Παναγία Χαλκιδικής	1				
096077521	accepted	ΔΑΣΕ Μ. Παναγίας	1				
096081510	accepted	ΔΑΣΕ ΛΙΒΑΔΙΟΥ	26	ΔΑΣΕ ΛΙΒΑΔΙΟΥ	ΔΑΣΕ ΛΙΒΑΔΙΟΥ		
096081522	accepted	ΔΑΣΕ ΒΕΡΔΙΚΟΥΣΙΑΣ	22	ΔΑΣΕ ΒΕΡΔΙΚΟΥΣΙΑΣ	ΔΑΣΕ ΒΕΡΔΙΚΟΥΣΙΑΣ		
096085810	accepted	ΔΑΣΕ ΠΡΟΜΑΧΩΝ Ο 10ος ΔΑΣΙΚΟΣ ΑΛΜΩΠΙΑΣ Ν. ΠΕΛΛΑΣ	1	ΔΑΣΕ ΠΡΟΜΑΧΩΝ Ο 10ος ΔΑΣΙΚΟΣ ΑΛΜΩΠΙΑΣ Ν. ΠΕΛΛΑΣ	ΔΑΣΕ ΠΡΟΜΑΧΩΝ Ο 10ος ΔΑΣΙΚΟΣ ΑΛΜΩΠΙΑΣ Ν. ΠΕΛΛΑΣ		
096085834	accepted	ΔΑΣΕ ΠΡΟΜΑΧΩΝ 9ος	3	ΔΑΣΕ ΠΡΟΜΑΧΩΝ 9ος	ΔΑΣΕ ΠΡΟΜΑΧΩΝ 9ος		
096085846	accepted	ΔΑΣΕ ΠΡΟΜΑΧΩΝ 7ος ΑΛΜΩΠΙΑΣ	2	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΠΡΟΜΑΧΩΝ 7ο	ΔΑΣΕ ΠΡΟΜΑΧΩΝ 7ος ΑΛΜΩΠΙΑΣ		
096085846	accepted	ΔΑΣΕ 7ος ΠΡΟΜΑΧΩΝ	1				
096085846	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΠΡΟΜΑΧΩΝ 7ο	1				
096085871	accepted	ΔΑΣΕ ΝΟΤΙΑΣ Η ΤΖΕΝΑ	1	ΔΑΣΕ ΝΟΤΙΑΣ Η ΤΖΕΝΑ	ΔΑΣΕ ΝΟΤΙΑΣ Η ΤΖΕΝΑ		
096085902	accepted	ΔΑΣΕ ΠΡΟΜΑΧΩΝ 12ος	1	ΔΑΣΕ ΠΡΟΜΑΧΩΝ 12ος	ΔΑΣΕ ΠΡΟΜΑΧΩΝ 12ος		
096085938	accepted	ΕΛΕΥΘΕΡΟΣ ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΝΕΟΧΩΡΙΟΥ ΑΛΜΩΠΙΑΣ Ν ΠΕΛΛΑΣ	4	ΔΑΣΕ ΕΛΕΥΘΕΡΟΣ ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΝΕΟΧΩΡΙΟΥ ΑΛΜΩΠΙΑΣ  Ν ΠΕΛΛΑΣ	ΕΛΕΥΘΕΡΟΣ ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΝΕΟΧΩΡΙΟΥ ΑΛΜΩΠΙΑΣ Ν ΠΕΛΛΑΣ		
096085938	accepted	ΔΑΣΕ ΕΛΕΥΕΘΡΟΣ ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΝΕΟΧΩΡΙΟΥ ΑΛΜΩΠΙΑΣ Ν. ΠΕΛΛΑΣ	1				
096085938	accepted	ΔΑΣΕ ΕΛΕΥΘΕΡΟΣ ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΝΕΟΧΩΡΙΟΥ ΑΛΜΩΠΙΑΣ  Ν ΠΕΛΛΑΣ	1				
096085938	accepted	ΕΛΕΥΘΕΡΟΣ ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΝΕΟΧΩΡΙΟΥ ΑΛΜΩΠΙΑΣ Ν. ΠΕΛΛΑΣ	1				
096086019	accepted	ΔΑΣΕ ΔΕΥΤΕΡΟΣ ΠΕΥΚΩΤΟΥ ΑΛΜΩΠΙΑΣ	2	ΔΑΣΕ ΔΕΥΤΕΡΟΣ ΠΕΥΚΩΤΟΥ ΑΛΜΩΠΙΑΣ	ΔΑΣΕ ΔΕΥΤΕΡΟΣ ΠΕΥΚΩΤΟΥ ΑΛΜΩΠΙΑΣ		
096086093	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΠΡΟΜΑΧΩΝ ΝΕΑ ΓΕΝΙΑ ΑΛΜΩΠΙΑΣ	2	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΠΡΟΜΑΧΩΝ ΝΕΑ ΓΕΝΙΑ ΑΛΜΩΠΙΑΣ	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΠΡΟΜΑΧΩΝ ΝΕΑ ΓΕΝΙΑ ΑΛΜΩΠΙΑΣ		
096086093	accepted	ΔΑΣΕ ΠΡΟΜΑΧΩΝ	1				
096086093	accepted	ΔΑΣΕ ΠΡΟΜΑΧΩΝ Νέα Γενιά ΑΛΜΩΠΙΑΣ	1				
096086216	accepted	"ΔΑΣΕ ΟΡΜΑΣ "" ΜΕΓΑΣ ΑΛΕΞΑΝΔΡΟΣ"""	1	"ΔΑΣΕ ΟΡΜΑΣ "" Μέγας Αλέξανδρος"""	"ΔΑΣΕ ΟΡΜΑΣ "" ΜΕΓΑΣ ΑΛΕΞΑΝΔΡΟΣ"""		
096086216	accepted	"ΔΑΣΕ ΟΡΜΑΣ "" Μέγας Αλέξανδρος"""	1				
096086216	accepted	"ΔΑΣΕ ΟΡΜΑΣ ""ΜΕΓΑΣ ΑΛΕΞΑΝΔΡΟΣ"""	1				
096086230	accepted	ΔΑΣΕ ΠΡΟΜΑΧΩΝ Ο 4ος	3	ΔΑΣΕ ΠΡΟΜΑΧΩΝ Ο 4ος	ΔΑΣΕ ΠΡΟΜΑΧΩΝ Ο 4ος		
096086321	accepted	ΔΑΣΕ ΑΡΙΔΑΙΑΣ	4	ΔΑΣΕ ΑΡΙΔΑΙΑΣ	ΔΑΣΕ ΑΡΙΔΑΙΑΣ		
096088013	accepted	ΔΑΣΕ ΚΑΤΑΛΩΝΙΩΝ	5	ΔΑΣΕ ΚΑΤΑΛΩΝΙΩΝ	ΔΑΣΕ ΚΑΤΑΛΩΝΙΩΝ		
096093508	accepted	ΔΑΣΕ ΠΡΟΦΗΤΗ ΗΛΙΑ ΣΥΝ.ΠΕ.	1	ΔΑΣΕ ΠΡΟΦΗΤΗ ΗΛΙΑ ΣΥΝ.ΠΕ.	ΔΑΣΕ ΠΡΟΦΗΤΗ ΗΛΙΑ ΣΥΝ.ΠΕ.		
096095618	accepted	ΔΑΣΕ ΣΙΔΗΡΟΝΕΡΟΥ Η ΕΛΑΤΙΑ	4	"ΔΑ.Σ.Ε. ΣΙΔΗΡΟΝΕΡΟΥ ""Η ΕΛΑΤΙΑ"""	ΔΑΣΕ ΣΙΔΗΡΟΝΕΡΟΥ Η ΕΛΑΤΙΑ		
096095618	accepted	"ΔΑ.Σ.Ε. ΣΙΔΗΡΟΝΕΡΟΥ ""Η ΕΛΑΤΙΑ"""	1				
096095618	accepted	ΔΑΣΕ ΔΡΑΜΑΣ Η ΕΛΑΤΙΑ	1				
096095618	accepted	ΔΑΣΕ ΣΙΔΗΡΟΝΕΡΟΥ ΕΛΑΤΙΑ	1				
096095620	accepted	ΔΑΣΕ ΝΙΚΗΦΟΡΟΥ Η ΠΡΟΟΔΟΣ	5	"ΔΑ.Σ.Ε. ΝΙΚΗΦΟΡΟΥ ""Η ΠΡΟΟΔΟΣ"""	ΔΑΣΕ ΝΙΚΗΦΟΡΟΥ Η ΠΡΟΟΔΟΣ		
096095620	accepted	"ΔΑ.Σ.Ε. ΝΙΚΗΦΟΡΟΥ ""Η ΠΡΟΟΔΟΣ"""	1				
096095620	accepted	ΔΑΣΕ ΝΙΚΗΦΟΡΟΣ Η ΠΡΟΟΔΟΣ	1				
096095643	accepted	ΔΑΣΕ ΠΛΑΤΑΝΙΑΣ	8	ΔΑ.Σ.Ε. ΠΛΑΤΑΝΙΑΣ	ΔΑΣΕ ΠΛΑΤΑΝΙΑΣ		
096095643	accepted	ΔΑ.Σ.Ε. ΠΛΑΤΑΝΙΑΣ	3				
096098227	accepted	ΔΑ.Σ.Ε ΑΓ. ΚΥΡΙΑΚΗΣ - ΠΑΛΑΙΟΓΡΑΤΣΑΝΟΥ - ΕΛΑΤΗΣ	1	Δασικός Συνεταιρισμός Εργασίας Αγίας Κυριακής –Παλαιογρατσάνου-Ελάτης	ΔΑ.Σ.Ε ΑΓ. ΚΥΡΙΑΚΗΣ - ΠΑΛΑΙΟΓΡΑΤΣΑΝΟΥ - ΕΛΑΤΗΣ		
096098227	accepted	ΔΑ.ΣΕ. ΑΓΙΑΣ ΚΥΡΙΑΚΗΣ, ΠΑΛΑΙΟΓΡΑΤΣΑΝΟΥ, ΕΛΑΤΗΣ	1				
096098227	accepted	ΔΑΣΕ ΑΓ.ΚΥΡΙΑΚΗΣ -ΠΑΛΑΙΟΓΡΑΤΣΑΝΟΥ-ΕΛΑΤΗΣ	1				
096098227	accepted	ΔΑΣΙΚΟ ΣΥΝΕΤΑΙΡΙΣΜΟ ΕΡΓΑΣΙΑΣ ΑΓΙΑΣ	1				
096098227	accepted	ΔΑΣΙΚΟ ΣΥΝΕΤΑΙΡΙΣΜΟ ΕΡΓΑΣΙΑΣ ΑΓΙΑΣ ΚΥΡΙΑΚΗΣ-ΠΑΛΑΙΟΓΡΑΤΣΑΝΟΥ-ΕΛΑΤΗΣ	1				
096098227	accepted	ΔΑΣΙΚΟΣ ΑΓΡΟΤΙΚΟΣ ΣΥΝ/ΣΜΟΣ ΑΓ. ΚΥΡΙΑΚΗΣ-ΠΑΛΑΙΟΓΡΑΤΣΑΝΟΥ -ΕΛΑΤΗΣ	1				
096098227	accepted	ΔΑΣΙΚΟΣ ΣΥΝΑΙΤΕΡΙΣΜΟΣ ΑΓΙΑΣ ΚΥΡΙΑΚΗΣ	1				
096098227	accepted	Δασικός Συνεταιρισμός Εργασίας Αγίας Κυριακής Παλαιογρατσάνου Ελάτης	1				
096098227	accepted	Δασικός Συνεταιρισμός Εργασίας Αγίας Κυριακής –Παλαιογρατσάνου-Ελάτης	1				
096098822	accepted	ΔΑ.Σ.Ε. ΑΓ. ΚΥΡΙΑΚΗΣ-ΠΑΛΑΙΟΓΡΑΤΣΑΝΟΥ-ΕΛΑΤΗΣ	1	ΔΑ.Σ.Ε. ΑΓ. ΚΥΡΙΑΚΗΣ-ΠΑΛΑΙΟΓΡΑΤΣΑΝΟΥ-ΕΛΑΤΗΣ	ΔΑ.Σ.Ε. ΑΓ. ΚΥΡΙΑΚΗΣ-ΠΑΛΑΙΟΓΡΑΤΣΑΝΟΥ-ΕΛΑΤΗΣ		
096099390	accepted	ΔΑ.Σ.Ε. Κυπαρισσίου-Σήμιας	1	ΔΑ.Σ.Ε. Κυπαρισσίου-Σήμιας	ΔΑ.Σ.Ε. Κυπαρισσίου-Σήμιας		
096099678	accepted	ΔΑΣΕ ΠΕΝΤΑΛΟΦΟΥ	6	ΔΑΣΕ ΠΕΝΤΑΛΟΦΟΥ	ΔΑΣΕ ΠΕΝΤΑΛΟΦΟΥ		
096115609	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΡΟΒΙΩΝ ΕΥΒΟΙΑΣ	2	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΡΟΒΙΩΝ ΕΥΒΟΙΑΣ	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΡΟΒΙΩΝ ΕΥΒΟΙΑΣ		
096115714	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΚΟΥΡΚΟΥΛΩΝ	1	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΚΟΥΡΚΟΥΛΩΝ ΕΥΒΟΙΑΣ	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΚΟΥΡΚΟΥΛΩΝ		
096115714	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΚΟΥΡΚΟΥΛΩΝ ΕΥΒΟΙΑΣ	1				
096115923	accepted	ΔΑΣΕ ΑΝΘΗΡΟΥ ΚΑΡΟΠΛΕΣΙΟΥ ΚΑΡΔΙΤΣΑΣ	3	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΝΘΗΡΟΥ ΚΑΡΟΠΛΕΣΙΟΥ ΚΑΡΔΙΤΣΑΣ	ΔΑΣΕ ΑΝΘΗΡΟΥ ΚΑΡΟΠΛΕΣΙΟΥ ΚΑΡΔΙΤΣΑΣ		
096115923	accepted	ΔΑ.Σ.Ε. ΑΝΘΗΡΟΥ ΚΑΡΟΠΛΕΣΙΟΥ	1				
096115923	accepted	ΔΑΣΕ ΑΝΘΗΡΟΥ ΚΑΡΟΠΛΕΣΙΟΥ	1				
096115923	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΝΘΗΡΟΥ ΚΑΡΟΠΛΕΣΙΟΥ ΚΑΡΔΙΤΣΑΣ	1				
096121014	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΠΕΤΡΟΛΟΦΟΥ	5	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΠΕΤΡΟΛΟΦΟΥ	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΠΕΤΡΟΛΟΦΟΥ		
096121014	accepted	ΔΑΣΕ ΠΕΤΡΟΛΟΦΟΥ	4				
096133603	accepted	ΔΑΣΕ ΣΙΔΗΡΟΝΕΡΟΥ	12	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΣΙΔΗΡΟΝΕΡΟΥ	ΔΑΣΕ ΣΙΔΗΡΟΝΕΡΟΥ		
096133603	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΣΙΔΗΡΟΝΕΡΟΥ	2				
096133615	accepted	ΔΑΣΕ ΛΙΒΑΔΕΡΟΥ	10	ΔΑ.Σ.Ε. ΛΙΒΑΔΕΡΟΥ	ΔΑΣΕ ΛΙΒΑΔΕΡΟΥ		
096133615	accepted	ΔΑ.Σ.Ε. ΛΙΒΑΔΕΡΟΥ	6				
096133640	accepted	ΔΑ.Σ.Ε. ΘΟΛΟΥ	5	ΔΑ.Σ.Ε. ΘΟΛΟΥ	ΔΑ.Σ.Ε. ΘΟΛΟΥ		
096133640	accepted	ΔΑΣΕ ΘΟΛΟΥ	3				
096133664	accepted	ΔΑΣΕ ΔΡΑΜΑΣ Η ΕΛΑΤΙΑ	11	"ΔΑ.Σ.Ε. ΔΡΑΜΑΣ ""Η ΕΛΑΤΙΑ"""	ΔΑΣΕ ΔΡΑΜΑΣ Η ΕΛΑΤΙΑ		
096133664	accepted	"ΔΑ.Σ.Ε. ΔΡΑΜΑΣ ""Η ΕΛΑΤΙΑ"""	2				
096133793	accepted	ΔΑΣΕ ΜΑΥΡΟΒΑΤΟΥ	13	ΔΑ.Σ.Ε. ΜΑΥΡΟΒΑΤΟΥ	ΔΑΣΕ ΜΑΥΡΟΒΑΤΟΥ		
096133793	accepted	ΔΑ.Σ.Ε. ΜΑΥΡΟΒΑΤΟΥ	2				
096134114	accepted	"ΔΑΣΕΡΓΑΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΑΓΙΑΣ ΦΩΤΕΙΝΗΣ "" Η ΜΑΚΕΔΟΝΙΑ"""	9	"ΔΑΣΕ ΔΑΣΕΡΓΑΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΓΙΑΣ ΦΩΤΕΙΝΗΣ "" Η ΜΑΚΕΔΟΝΙΑ"""	"ΔΑΣΕΡΓΑΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΑΓΙΑΣ ΦΩΤΕΙΝΗΣ "" Η ΜΑΚΕΔΟΝΙΑ"""		
096134114	accepted	ΔΑΣΕΡΓΑΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΑΓΙΑΣ ΦΩΤΕΙΝΗΣ Η ΜΑΚΕΔΟΝΙΑ	4				
096134114	accepted	"ΔΑΣΕ ΔΑΣΕΡΓΑΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΑΓΙΑΣ ΦΩΤΕΙΝΗΣ "" Η ΜΑΚΕΔΟΝΙΑ"""	3				
096134114	accepted	Δασεργατικός Συνεταιρισμός  Αγ. Φωτεινής “ Η Μακεδονία»	2				
096134114	accepted	ΔΑΣΕ ΑΓ. ΦΩΤΕΙΝΗΣ	1				
096134114	accepted	"ΔΑΣΕ ΑΓΙΑΣ ΦΩΤΕΙΝΗΣ ""Η ΜΑΚΕΔΟΝΙΑ"""	1				
096134114	accepted	"ΔΑΣΕ ΔΑΣΕΡΓΑΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΑΓΙΑΣ ΦΩΤΕΙΝΗΣ "" Η ΜΑΚΕΔΟΝΙΑ"""	1				
096134114	accepted	ΔΑΣΕΡΓΑΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΑΓ ΦΩΤΕΙΝΗΣ	1				
096134114	accepted	ΔΑΣΕΡΓΑΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΑΓ. ΦΩΤΕΙΝΗΣ	1				
096134114	accepted	ΔΑΣΕΡΦΑΤΙΚΟ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΑΓ ΦΩΤΕΙΝΗΣ	1				
096134126	accepted	ΔΑΣΕ ΦΛΑΜΟΥΡΙΑΣ	10	ΔΑΣΙΚΟΣ ΑΓΡΟΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΦΛΑΜΟΥΡΙΑΣ	ΔΑΣΕ ΦΛΑΜΟΥΡΙΑΣ		
096134126	accepted	ΔΑΣΙΚΟΣ ΑΓΡΟΤΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΦΛΑΜΟΥΡΙΑΣ	3				
096135196	accepted	ΔΑΣΕ ΑΓ. ΝΙΚΟΛΑΟΥ	14	ΔΑΣΕ ΑΓ. ΝΙΚΟΛΑΟΥ	ΔΑΣΕ ΑΓ. ΝΙΚΟΛΑΟΥ		
096135290	accepted	ΔΑΣΕ ΕΠΙΝΙΑΝΩΝ	1	ΔΑΣΕ ΕΠΙΝΙΑΝΩΝ	ΔΑΣΕ ΕΠΙΝΙΑΝΩΝ		
096135319	accepted	ΔΑΣΕ ΚΑΡΠΕΝΗΣΙΟΥ	28	ΔΑΣΙΚΟΣ  ΣΥΝΕΤΑΙΡΙΣΜΟΣ  ΕΡΓΑΣΙΑΣ ΚΑΡΠΕΝΗΣΙΟΥ	ΔΑΣΕ ΚΑΡΠΕΝΗΣΙΟΥ		
096135319	accepted	ΔΑ.Σ.Ε. Καρπενησίου	3				
096135319	accepted	ΔΑΣΙΚΟΣ  ΣΥΝΕΤΑΙΡΙΣΜΟΣ  ΕΡΓΑΣΙΑΣ ΚΑΡΠΕΝΗΣΙΟΥ	1				
096135356	accepted	ΔΑΣΕ ΚΛΕΙΤΣΟΥ	6	ΔΑΣΕ ΚΛΕΙΤΣΟΥ	ΔΑΣΕ ΚΛΕΙΤΣΟΥ		
096135356	accepted	ΔΑΣΕ ΚΛΕΙΣΤΟΥ	5				
096135368	accepted	ΔΑΣΕ ΚΟΡΥΣΧΑΔΩΝ	24	ΔΑΣΕ ΚΟΡΥΣΧΑΔΩΝ	ΔΑΣΕ ΚΟΡΥΣΧΑΔΩΝ		
096135556	accepted	ΔΑΣΕ ΑΜΠΛΙΑΝΗΣ	1	ΔΑΣΕ ΑΜΠΛΙΑΝΗΣ	ΔΑΣΕ ΑΜΠΛΙΑΝΗΣ		
096135565	accepted	ΔΑΣΕ ΑΜΠΛΙΑΝΗΣ	20	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΑΜΠΛΙΑΝΗΣ	ΔΑΣΕ ΑΜΠΛΙΑΝΗΣ		
096135565	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΑΜΠΛΙΑΝΗΣ	2				
096135610	accepted	ΔΑΣΕ ΦΟΥΡΝΑΣ	8	ΔΑΣΕ ΦΟΥΡΝΑΣ	ΔΑΣΕ ΦΟΥΡΝΑΣ		
096135633	accepted	ΔΑΣΕ ΧΡΥΣΩΣ	10	ΔΑΣΕ ΧΡΥΣΩΣ	ΔΑΣΕ ΧΡΥΣΩΣ		
096136410	accepted	ΔΑΣΕ ΕΠΤΑΧΩΡΙΟΥ ΝΕΣΤΟΡΙΟΥ	4	ΔΑΣΕ ΕΠΤΑΧΩΡΙΟΥ ΝΕΣΤΟΡΙΟΥ	ΔΑΣΕ ΕΠΤΑΧΩΡΙΟΥ ΝΕΣΤΟΡΙΟΥ		
096136421	accepted	ΔΑΣΕ ΟΞΥΑΣ	4	ΔΑ.Σ.Ε. ΟΞΥΑΣ	ΔΑΣΕ ΟΞΥΑΣ		
096136421	accepted	ΔΑ.Σ.Ε. ΟΞΥΑΣ	1				
096136598	accepted	ΔΑΣΕ ΖΟΥΖΟΥΛΗΣ	3	ΔΑΣΕ ΖΟΥΖΟΥΛΗΣ	ΔΑΣΕ ΖΟΥΖΟΥΛΗΣ		
096136863	accepted	ΔΑΣΕ ΛΕΥΚΟΓΕΙΩΝ	42	ΔΑΣΕ ΛΕΥΚΟΓΕΙΩΝ	ΔΑΣΕ ΛΕΥΚΟΓΕΙΩΝ		
096136918	accepted	ΔΑΣΕ ΑΧΛΑΔΙΑΣ Ο ΠΛΟΥΤΟΣ	27	"ΔΑΣΕ ΑΧΛΑΔΙΑΣ ""Ο ΠΛΟΥΤΟΣ"""	ΔΑΣΕ ΑΧΛΑΔΙΑΣ Ο ΠΛΟΥΤΟΣ		
096136918	accepted	"ΔΑΣΕ ΑΧΛΑΔΙΑΣ ""Ο ΠΛΟΥΤΟΣ"""	23				
096136918	accepted	ΔΑΣΕ ΑΧΛΑΔΙΑΣ ΠΛΟΥΤΟΣ	6				
096136918	accepted	"ΑΧΛΑΔΙΑΣ ""Ο ΠΛΟΥΤΟΣ"	2				
096139122	accepted	ΔΑΣΕ ΣΚΡΑ	8	ΔΑΣΕ ΣΚΡΑ	ΔΑΣΕ ΣΚΡΑ		
096139226	accepted	ΔΑΣΕ ΚΑΡΠΗΣ	21	ΔΑΣΕ ΚΑΡΠΗΣ	ΔΑΣΕ ΚΑΡΠΗΣ		
096139238	accepted	ΔΑΣΕ ΓΡΙΒΑΣ ΠΑΙΟΝΙΑΣ & ΠΕΡΙΧΩΡΩΝ	13	ΔΑΣΕ ΓΡΙΒΑΣ ΠΑΙΟΝΙΑΣ & ΠΕΡΙΧΩΡΩΝ	ΔΑΣΕ ΓΡΙΒΑΣ ΠΑΙΟΝΙΑΣ & ΠΕΡΙΧΩΡΩΝ		
096139275	accepted	ΔΑΣΕ ΠΗΓΗΣ ΦΑΝΟΥ	19	ΔΑΣΕ ΠΗΓΗΣ ΦΑΝΟΥ	ΔΑΣΕ ΠΗΓΗΣ ΦΑΝΟΥ		
096147195	accepted	ΔΑΣΕ ΚΑΡΥΟΦΥΤΟΥ	9	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΚΑΡΥΟΦΥΤΟΥ «ΞΥΛΟΚΟΠΟΣ»	ΔΑΣΕ ΚΑΡΥΟΦΥΤΟΥ		
096147195	accepted	ΔΑΣΕ ΚΑΡΥΟΦΥΤΟΥ ΞΥΛΟΚΟΠΟΣ	7				
096147195	accepted	ΔΑ.Σ.Ε. ΚΑΡΥΟΦΥΤΟΥ	6				
096147195	accepted	"ΔΑΣΕ ΚΑΡΥΟΦΥΤΟΥ ""ΞΥΛΟΚΟΠΟΣ"""	4				
096147195	accepted	ΔΑΣΙΚΟΣ ΣΥΝΕΤΑΙΡΙΣΜΟΣ ΕΡΓΑΣΙΑΣ ΚΑΡΥΟΦΥΤΟΥ «ΞΥΛΟΚΟΠΟΣ»	1				
